Cause	Outcome	Cause name	Outcome name	Number of mentions	Phi correlation coeff	Dependence	Date of diagnosis	GPT4	score
E84	I42	cystic fibrosis	cardiomyopathy	1	0.0	0	1.0	0	0.2
E84	E72.20	cystic fibrosis	hyperammonemia	2	NA	0	0	0	0.2
E84	I51.9	cystic fibrosis	heart disease	1	0.0	0	0	1	0.2
E84	K74.5	cystic fibrosis	primary biliary cirrhosis	1	0.0	0	0	1	0.2
E84	P78.0	cystic fibrosis	meconium peritonitis	1	NA	0	0	1	0.2
E84	K72.1	cystic fibrosis	end-stage liver disease	1	0.0	0	0	1	0.2
E84	E85	cystic fibrosis	amyloidosis	1	0.0	0	1.0	0	0.2
E84	G40.909	cystic fibrosis	epilepsies	2	NA	0	0	0	0.2
E84	J32.0	cystic fibrosis	maxillary sinusitis	1	0.0	0	0	1	0.2
E84	M81.0	cystic fibrosis	osteoporosis	1	0.0	0	0	0	0.0
E84	K83.1	cystic fibrosis	cholestasis	1	0.0	0	0	0	0.0
E84	H35.9	cystic fibrosis	retinal diseases	1	0.0	0	0	0	0.0
E84	L51.2	cystic fibrosis	toxic epidermal necrolysis	1	0.0	0	0	0	0.0
E84	E28	cystic fibrosis	ovarian dysfunction	1	0.0	0	0	0	0.0
E84	Q75.0	cystic fibrosis	craniosynostosis	1	0.0	0	0	0	0.0
E88.3	N19	tumor lysis syndrome	renal failure	7	0.014	1	0.6666666666666666	1	0.7364917127071824
E88.3	I46	tumor lysis syndrome	cardiac arrest	1	0.01	1	1.0	1	0.6022000000000001
E88.3	I10	tumor lysis syndrome	hypertension	1	0.005	1	0.2222222222222222	1	0.47176744186046515
E88.3	E87.5	tumor lysis syndrome	hyperkalemia	1	0.036	1	0.7857142857142857	0	0.37232830188679245
J35.2	H66.9	adenoids hypertrophy	otitis media	2	0.012	1	0.6666666666666666	1	0.7358603448275862
J35.2	G47.33	adenoids hypertrophy	obstructive sleep apnea	1	NA	0	0	1	0.2
H49.0	H50.1	third nerve palsy	exotropia	3	0.009	1	0.6666666666666666	1	0.7356613496932516
H49.0	H50.8	third nerve palsy	strabismus	3	0.0	0	0	1	0.4
H49.0	H05.20	third nerve palsy	proptosis	1	NA	0	0	1	0.2
H50.1	H52.1	exotropia	myopia	1	0.005	1	0.7333333333333333	1	0.5496634146341464
D58.2	D64.9	hemoglobinopathies	anemia	3	0.008	1	0.6666666666666666	1	0.7351333333333334
D58.2	D57	hemoglobinopathies	hemolytic anemia	2	0.0	0	1.0	0	0.4
D58.2	D55	hemoglobinopathies	hemolytic anemia	2	0.0	0	0	0	0.2
D58.2	D56	hemoglobinopathies	hemolytic anemia	2	0.0	0	0	0	0.2
D58.2	D59	hemoglobinopathies	hemolytic anemia	2	0.0	0	0	0	0.2
D58.2	H33.2	hemoglobinopathies	retinal detachment	1	0.0	0	0	0	0.0
G60.0	G62.9	charcot-marie-tooth disease	neuropathy	3	0.059	1	0.6136363636363636	1	0.7349916814368427
G60.0	M21.37	charcot-marie-tooth disease	foot-drop	1	0.01	1	0.75	1	0.5536666666666668
G60.0	H90.5	charcot-marie-tooth disease	sensorineural hearing loss	1	0.0	0	0.5	1	0.3057619047619048
N18	D64.9	chronic kidney disease	anemia	12	0.131	1	0.5349315068493151	1	0.7332727272727273
N18	E21.3	chronic kidney disease	hyperparathyroidism	2	0.051	1	0.7364016736401674	0	0.5585111111111112
N18	N19	chronic kidney disease	renal failure	1	0.172	1	0.4632535094962841	1	0.5302769230769231
N18	M89.9	chronic kidney disease	bone disease	2	0.005	1	0.391304347826087	0	0.4914888888888889
D69.3	D64.9	immune thrombocytopenic purpura	anemia	2	0.019	1	0.6357615894039735	1	0.7316
D69.3	E66.9	immune thrombocytopenic purpura	obesity	1	0.008	1	0.6020408163265306	0	0.3331558607160373
G91.1	I10	obstructive hydrocephalus	hypertension	4	0.009	1	0.6451612903225806	1	0.7315777777777779
G91.1	H90.5	obstructive hydrocephalus	sensorineural hearing loss	1	0.0	0	0	0	0.0
E06	E03.9	thyroiditis	myxedema	10	0.049	1	0.6022727272727273	1	0.7303706422018348
E06	E05.9	thyroiditis	hyperthyroidism	9	0.017	1	0.6206896551724138	0	0.5305733003708282
E85.3	N18.9	secondary amyloidosis	chronic renal disease	2	0.046	1	0.6	1	0.73
E85.3	N04	secondary amyloidosis	nephrotic syndrome	8	0.085	1	0.5	1	0.7183636363636363
E85.3	N19	secondary amyloidosis	renal failure	5	0.021	1	0.2857142857142857	1	0.6656363636363637
E85.3	K55.9	secondary amyloidosis	ischemic enterocolitis	1	0.009	1	1.0	1	0.6020000000000001
E85.3	G62.9	secondary amyloidosis	neuropathy	1	0.014	1	0.8	1	0.5639428571428572
E85.3	R80	secondary amyloidosis	proteinuria	1	0.028	1	0.5	1	0.5110282208588958
E85.3	N28.9	secondary amyloidosis	renal insufficiency	1	0.021	1	0.75	0	0.36100000000000004
E85.3	K92.9	secondary amyloidosis	gastrointestinal disorders	1	0.0	0	0	1	0.2
B80	K52.9	enterobius vermicularis infection	gastroenteritis	2	0.012	1	0.6333333333333333	1	0.7294770436730125
B80	L30.9	enterobius vermicularis infection	dermatitis	1	-0.001	0	0.0	1	0.2
B80	K37	enterobius vermicularis infection	appendicitis	1	-0.001	0	0	0	0.0
G10	G25.5	huntington 's disease	chorea	3	0.141	1	0.5	1	0.7290666666666668
M10	M19.90	gout	arthritis	2	0.014	1	0.6233766233766234	1	0.7282
M10	N18.9	gout	chronic renal disease	1	0.107	1	0.6523947750362845	1	0.5534028880866426
M10	G56.0	gout	carpal tunnel syndrome	5	0.014	1	0.35502958579881655	0	0.48560000000000003
M10	M54.1	gout	radiculopathy	1	0.009	1	0.6842105263157895	0	0.3450571428571429
M10	H16	gout	keratitis	1	0.005	1	0.6666666666666666	0	0.34199999999999997
M10	I21	gout	myocardial infarction	1	0.045	1	0.5197294250281849	0	0.323
M10	M12.9	gout	arthropathy	1	NA	0	0	0	0.0
M19.90	L40.52	arthritis	psoriatic arthritis mutilans	1	NA	0	0	0	0.0
M19.90	M89.3	arthritis	hyperostosis	1	-0.001	0	0	0	0.0
J86	J96.0	empyema	acute respiratory failure	1	0.021	1	0.9230769230769231	1	0.5914153846153847
J86	I31.4	empyema	cardiac tamponade	2	NA	0	0	1	0.4
J86	G90.2	empyema	horner 's syndrome	1	0.0	0	0.0	0	0.0
J86	E72.20	empyema	hyperammonemia	1	NA	0	0	0	0.0
J15.7	J96.0	mycoplasmal pneumonia	acute respiratory failure	3	0.017	1	0.6	1	0.7240666666666666
J15.7	D59	mycoplasmal pneumonia	hemolytic anemia	3	0.042	1	1.0	0	0.6092
J15.7	D58	mycoplasmal pneumonia	hemolytic anemia	3	0.017	1	1.0	0	0.6040000000000001
J15.7	J80	mycoplasmal pneumonia	adult respiratory distress syndrome	1	0.007	1	1.0	1	0.6014
J15.7	L51.1	mycoplasmal pneumonia	stevens-johnson syndrome	1	0.016	1	1.0	0	0.4269591775540801
J15.7	J42	mycoplasmal pneumonia	chronic bronchitis	2	0.0	0	0	1	0.4
J15.7	D55	mycoplasmal pneumonia	hemolytic anemia	3	0.0	0	0	0	0.2
J15.7	D56	mycoplasmal pneumonia	hemolytic anemia	3	0.0	0	0	0	0.2
J15.7	D57	mycoplasmal pneumonia	hemolytic anemia	3	0.0	0	0	0	0.2
J15.7	J98.11	mycoplasmal pneumonia	atelectasis	1	NA	0	0	1	0.2
J15.7	C34.3	mycoplasmal pneumonia	lung cancer	1	-0.001	0	0	1	0.2
D59	M10	hemolytic anemia	gout	2	0.005	1	0.75	0	0.5516000000000001
E87.6	I47.2	potassium deficiency	ventricular tachycardia	2	0.021	1	0.5804195804195804	1	0.7208666666666668
E87.6	I46	potassium deficiency	cardiac arrest	1	0.034	1	0.8009950248756219	1	0.5677058823529412
E87.6	N18.9	potassium deficiency	chronic renal disease	1	0.052	1	0.6395348837209303	1	0.5399504373177844
E87.6	G82.5	potassium deficiency	quadriplegia	2	0.012	1	0.6	0	0.52665768321513
E87.6	G62.9	potassium deficiency	neuropathy	1	0.032	1	0.5654008438818565	1	0.522637037037037
E87.6	I42	potassium deficiency	cardiomyopathy	1	0.021	1	0.5570469798657718	1	0.5194470588235294
E87.6	I21	potassium deficiency	myocardial infarction	1	0.023	1	0.5078260869565218	1	0.5114774193548388
E87.6	G72.9	potassium deficiency	myopathy	1	0.005	1	0.6153846153846154	0	0.3337333333333333
E87.6	R82.1	potassium deficiency	myoglobinuria	1	0.005	0	0.0	0	0.13413333333333333
K40	N13.9	hernia	obstructive uropathy	2	0.006	1	0.5897435897435898	1	0.7195684210526316
K40	Q53.9	hernia	cryptorchidism	1	0.005	1	1.0	0	0.4016
K40	D61.9	hernia	aplastic anemia	1	0.007	1	0.8350515463917526	0	0.3779777777777778
K40	M54.3	hernia	sciatica	3	0.002	0	0.7247191011235955	0	0.3518820143884892
K40	G83.81	hernia	brown-sequard syndrome	1	NA	0	0	1	0.2
K40	K56.609	hernia	intestinal obstruction	1	NA	0	0	1	0.2
F33.9	F32	major depressive disorder	depressive episode	2	0.104	1	0.49156118143459915	1	0.7194478405315616
F33.9	F41.9	major depressive disorder	anxiety disorder	1	0.047	1	0.7743589743589744	1	0.5648000000000001
Q24.9	I50.9	congenital heart disease	congestive heart failure	6	0.019	1	0.5625	1	0.7181678391959798
Q24.9	I10	congenital heart disease	hypertension	48	0.008	1	0.4642857142857143	0	0.5004
Q24.9	I51.9	congenital heart disease	heart disease	1	0.018	1	0.8571428571428571	0	0.38706666666666667
Q24.9	I07.1	congenital heart disease	tricuspid insufficiency	1	0.012	1	0.75	0	0.36040000000000005
Q24.9	I21	congenital heart disease	myocardial infarction	1	0.005	1	0.5	0	0.31399512195121954
Q24.9	I51.7	congenital heart disease	cardiomegaly	1	0.019	1	0.45454545454545453	0	0.30100000000000005
Q24.9	I42.0	congenital heart disease	dilated cardiomyopathy	1	-0.001	0	0.3333333333333333	1	0.2901142857142857
Q24.9	K76.9	congenital heart disease	liver disease	1	0.004	0	1.0	0	0.2607680071492404
Q24.9	I72.9	congenital heart disease	vascular disease	7	0.0	0	0	0	0.2
Q24.9	I27.20	congenital heart disease	pulmonary hypertension	47	NA	0	0	0	0.2
Q24.9	J81.1	congenital heart disease	pulmonary congestion	1	NA	0	0	1	0.2
Q24.9	I50.84	congenital heart disease	end-stage heart failure	3	NA	0	0	0	0.2
Q24.9	I50.81	congenital heart disease	right heart failure	1	NA	0	0	1	0.2
Q24.9	J42	congenital heart disease	chronic bronchitis	1	0.0	0	0	0	0.0
H26.2	H27.0	complicated cataract	aphakia	1	0.0	0	1.0	1	0.4
D68.0	G95.19	von willebrand 's disease	hematomyelia	1	NA	0	0	0	0.0
T79.0	I46	air embolism	cardiac arrest	4	0.015	1	0.5	1	0.7048000000000001
T79.0	I67.82	air embolism	cerebral ischemia	7	NA	0	0	1	0.4
T79.0	I67.9	air embolism	cerebrovascular disorders	3	0.0	0	0	1	0.4
T79.0	I63	air embolism	cerebral infarction	2	0.0	0	0	1	0.4
T79.0	J81	air embolism	pulmonary edema	1	0.0	0	0	1	0.2
T79.0	I50.81	air embolism	right heart failure	1	NA	0	0	1	0.2
T79.0	K55.9	air embolism	ischemic enterocolitis	2	0.0	0	0	0	0.2
T79.0	I10	air embolism	hypertension	1	0.003	0	0.3333333333333333	0	0.16080000000000003
T79.0	H47.61	air embolism	cortical blindness	1	NA	0	0	0	0.0
T79.0	H53.46	air embolism	homonymous hemianopia	1	NA	0	0	0	0.0
B58	H20.9	toxoplasmosis	uveitis	2	0.014	1	0.5	1	0.7034
B58	H30.9	toxoplasmosis	chorioretinitis	10	0.119	1	0.3333333333333333	1	0.6963176470588235
B58	G62.9	toxoplasmosis	neuropathy	2	0.0	0	0.6666666666666666	1	0.5347269076305221
B58	H33.2	toxoplasmosis	retinal detachment	1	0.007	1	0.5	1	0.5030000000000001
B58	M33.2	toxoplasmosis	polymyositis	2	0.0	0	0	1	0.4
B58	I40	toxoplasmosis	acute myocarditis	3	0.0	0	0	1	0.4
B58	K73.9	toxoplasmosis	hepatitis	2	0.0	0	0	1	0.4
B58	M60	toxoplasmosis	myositis	2	0.0	0	0	1	0.4
B58	L04	toxoplasmosis	lymphadenitis	2	0.0	0	0	0	0.2006
B58	A69.22	toxoplasmosis	polyneuropathy	2	NA	0	0	0	0.2
B58	E23.0	toxoplasmosis	hypopituitarism	1	0.0	0	0	1	0.2
B58	I88.0	toxoplasmosis	mesenteric lymphadenitis	1	0.0	0	0	1	0.2
B58	H90.5	toxoplasmosis	sensorineural hearing loss	1	0.0	0	0	1	0.2
B58	G91	toxoplasmosis	hydrocephalus	1	0.0	0	0	1	0.2
B58	H34.23	toxoplasmosis	branch retinal artery occlusion	1	NA	0	0	1	0.2
B58	G90.2	toxoplasmosis	horner 's syndrome	1	0.0	0	0	1	0.2
B58	G24	toxoplasmosis	dystonia	1	0.0	0	0	0	0.0004
B58	M33.0	toxoplasmosis	juvenile dermatomyositis	1	NA	0	0	0	0.0
B58	Q03	toxoplasmosis	congenital hydrocephalus	1	0.0	0	0	0	0.0
B00.9	H16	herpes simplex	keratitis	4	0.011	1	0.5	1	0.7030000000000001
B00.9	L51	herpes simplex	erythema multiforme	4	0.053	1	1.0	0	0.6197225806451614
B00.9	K73.9	herpes simplex	hepatitis	2	0.0	0	1.0	1	0.6000000000000001
B00.9	H16.0	herpes simplex	corneal ulcers	1	0.007	1	0.5	1	0.5030000000000001
B00.9	L51.1	herpes simplex	stevens-johnson syndrome	1	0.017	1	1.0	0	0.4410952380952381
B00.9	H18.9	herpes simplex	corneal disease	2	0.01	1	0.0	0	0.4042
B00.9	E23.2	herpes simplex	diabetes insipidus	1	0.01	1	1.0	0	0.4036
B00.9	K22.9	herpes simplex	esophageal disease	1	0.007	1	1.0	0	0.40240000000000004
B00.9	G93.9	herpes simplex	brain diseases	1	0.006	1	1.0	0	0.40180000000000005
B00.9	R41.3	herpes simplex	amnesia	3	0.003	0	1.0	0	0.401
B00.9	H30.9	herpes simplex	chorioretinitis	3	0.0	0	0	1	0.4
B00.9	J05.0	herpes simplex	croup	5	0.0	0	0	1	0.4
B00.9	H20.9	herpes simplex	uveitis	2	0.0	0	0	1	0.4
B00.9	G03	herpes simplex	meningitis	2	0.0	0	0	1	0.4
B00.9	H44	herpes simplex	eye disease	1	-0.001	0	0.5	1	0.30300000000000005
B00.9	A69.22	herpes simplex	polyneuropathy	2	NA	0	0	0	0.2
B00.9	G40.82	herpes simplex	infantile spasms	1	NA	0	0	1	0.2
B00.9	H16.2	herpes simplex	keratoconjunctivitis	1	0.0	0	0	1	0.2
B00.9	H16.4	herpes simplex	corneal neovascularization	1	0.0	0	0	1	0.2
B00.9	H15.0	herpes simplex	scleritis	1	0.0	0	0	1	0.2
B00.9	H93.25	herpes simplex	word deafness	1	NA	0	0	1	0.2
B00.9	G91	herpes simplex	hydrocephalus	1	-0.001	0	0	1	0.2
B00.9	G96.9	herpes simplex	central nervous system diseases	1	0.0	0	0	0	0.0
B00.9	N48.1	herpes simplex	balanitis	1	0.0	0	0	0	0.0
B00.9	H18.42	herpes simplex	band keratopathy	1	NA	0	0	0	0.0
B00.9	G45.4	herpes simplex	transient global amnesia	1	0.0	0	0	0	0.0
B00.9	G93.2	herpes simplex	benign intracranial hypertension	1	0.0	0	0	0	0.0
I77.0	I67.9	arteriovenous malformations	cerebrovascular disorders	2	0.009	1	0.5	1	0.7021999999999999
I77.0	H93.1	arteriovenous malformations	tinnitus	2	0.012	1	1.0	0	0.6028
I77.0	I10	arteriovenous malformations	hypertension	1	0.01	1	0.3488372093023256	1	0.4852
I77.0	G91.1	arteriovenous malformations	obstructive hydrocephalus	1	0.011	1	1.0	0	0.4052
I77.0	G95.9	arteriovenous malformations	myelopathy	1	0.008	1	1.0	0	0.40280000000000005
I77.0	G50.0	arteriovenous malformations	trigeminal neuralgia	3	0.005	0	0.0	0	0.2715882352941177
I77.0	H47.4	arteriovenous malformations	chiasmal syndrome	1	0.0	0	0	1	0.2
I77.0	H34.81	arteriovenous malformations	central retinal vein occlusion	1	NA	0	0	1	0.2
I77.0	I50.83	arteriovenous malformations	high output heart failure	1	NA	0	0	1	0.2
I77.0	K85	arteriovenous malformations	acute pancreatitis	1	0.004	0	0.3333333333333333	0	0.16080000000000003
I77.0	K76.6	arteriovenous malformations	portal hypertension	1	0.004	0	0.0	0	0.13393333333333332
I77.0	G93.82	arteriovenous malformations	brain death	1	NA	0	0	0	0.0
I77.0	H05.20	arteriovenous malformations	proptosis	1	NA	0	0	0	0.0
I77.0	Q18.6	arteriovenous malformations	macrocheilia	1	NA	0	0	0	0.0
I77.0	G51.0	arteriovenous malformations	facial paralysis	1	-0.001	0	0.0	0	0.0
K25	K92.1	gastric ulcer	melena	1	0.094	1	0.7985915492957747	1	0.5799602787456446
K25	D64.9	gastric ulcer	anemia	1	0.088	1	0.7468017057569296	0	0.3756065530799476
E28.2	N91.2	polycystic ovaries	amenorrhea	3	0.008	1	0.5	1	0.7017270946681176
E28.2	L68.0	polycystic ovaries	hirsutism	5	0.071	1	0.6666666666666666	0	0.5493310344827587
I86.1	N46	varicocele	male infertility	11	0.017	1	1.0	0	0.6040000000000001
I86.1	N50.81	varicocele	testicular pain	1	NA	0	0	0	0.0
I86.1	N50.82	varicocele	scrotal pain	1	NA	0	0	0	0.0
M34.0	N19	progressive systemic sclerosis	renal failure	6	0.006	1	0.5	1	0.7016
M34.0	Q18.5	progressive systemic sclerosis	microstomia	9	0.16	1	1.0	0	0.6587428571428572
M34.0	J84.9	progressive systemic sclerosis	interstitial lung disease	5	0.055	1	1.0	0	0.621
M34.0	N08	progressive systemic sclerosis	kidney disease	2	0.013	1	1.0	0	0.6028
M34.0	I10	progressive systemic sclerosis	hypertension	5	0.005	1	0.7692307692307693	0	0.5564926553672316
M34.0	I73.0	progressive systemic sclerosis	raynaud 's syndrome	42	0.064	1	0.6923076923076923	0	0.5522
M34.0	M60	progressive systemic sclerosis	myositis	1	0.017	1	1.0	0	0.44100000000000006
M34.0	K22.9	progressive systemic sclerosis	esophageal disease	1	0.011	1	1.0	0	0.4044
M34.0	I51.4	progressive systemic sclerosis	myocarditis	4	0.0	0	0	1	0.4
M34.0	I27.20	progressive systemic sclerosis	pulmonary hypertension	8	NA	0	0	1	0.4
M34.0	I89.0	progressive systemic sclerosis	lymphangiectasis	1	0.0	0	0	1	0.2
M34.0	J98.4	progressive systemic sclerosis	lung disease	1	0.0	0	0	1	0.2
M34.0	N18.6	progressive systemic sclerosis	end-stage renal disease	1	NA	0	0	1	0.2
M34.0	I63	progressive systemic sclerosis	cerebral infarction	1	-0.001	0	0	1	0.2
M34.0	K21.9	progressive systemic sclerosis	gastroesophageal reflux	1	-0.001	0	1.0	0	0.2
M34.0	E20	progressive systemic sclerosis	hypoparathyroidism	1	0.0	0	0	0	0.0
M34.0	N04	progressive systemic sclerosis	nephrotic syndrome	1	0.0	0	0	0	0.0
M34.0	L30.9	progressive systemic sclerosis	dermatitis	1	0.0	0	0.0	0	0.0
M34.0	L28.2	progressive systemic sclerosis	urticaria papulosa	1	0.0	0	0	0	0.0
M34.0	G72.9	progressive systemic sclerosis	myopathy	1	0.0	0	0	0	0.0
M34.0	L50	progressive systemic sclerosis	urticaria	1	0.0	0	0	0	0.0
M34.0	M89.5	progressive systemic sclerosis	osteolysis	1	0.0	0	0	0	0.0
M34.0	D59.3	progressive systemic sclerosis	hemolytic uremic syndrome	1	0.0	0	0	0	0.0
M41	G82.2	kyphoscoliosis	paraplegia	3	0.022	1	0.48148148148148145	1	0.7014126984126985
M41	J98.4	kyphoscoliosis	lung disease	1	0.014	1	0.75	1	0.5541809523809524
M41	J96.0	kyphoscoliosis	acute respiratory failure	10	0.005	1	0.7	0	0.5429803334758444
K21.9	J45	gastroesophageal reflux	asthma	4	0.092	1	0.4090307203389831	1	0.7012380952380952
K21.9	J69.0	gastroesophageal reflux	aspiration pneumonia	4	0.013	1	0.8516624040920716	0	0.5746210526315789
K21.9	J98.4	gastroesophageal reflux	lung disease	1	0.021	1	0.7437603993344426	1	0.5544683908045978
K21.9	K22.7	gastroesophageal reflux	barrett 's esophagus	2	0.088	1	0.6364070711896799	0	0.5466545454545455
K21.9	J32	gastroesophageal reflux	chronic sinusitis	1	0.022	1	0.45673758865248226	1	0.501
K21.9	K20	gastroesophageal reflux	esophagitis	15	0.112	1	0.35525375268048603	0	0.5
K21.9	I45.5	gastroesophageal reflux	sinoatrial block	1	0.004	1	0.7352941176470589	0	0.35535555555555554
K21.9	C15.5	gastroesophageal reflux	esophageal cancers	1	0.015	1	0.6	0	0.33345
K21.9	K22.9	gastroesophageal reflux	esophageal disease	1	0.038	1	0.5559105431309904	0	0.32666666666666666
K21.9	H92.0	gastroesophageal reflux	otalgia	1	0.012	1	0.4608695652173913	0	0.30100000000000005
K21.9	T78.40	gastroesophageal reflux	hypersensitivity	1	NA	0	0	1	0.2
K21.9	K20.0	gastroesophageal reflux	eosinophilic esophagitis	1	NA	0	0	0	0.0
K21.9	J84.112	gastroesophageal reflux	idiopathic pulmonary fibrosis	1	NA	0	0	0	0.0
K21.9	G47.33	gastroesophageal reflux	obstructive sleep apnea	1	NA	0	0	0	0.0
K21.9	J84.116	gastroesophageal reflux	bronchiolitis obliterans organizing pneumonia	1	NA	0	0	0	0.0
E21.0	N20	primary hyperparathyroidism	urolithiasis	3	0.024	1	0.46846846846846846	1	0.7012
E21.0	K85	primary hyperparathyroidism	acute pancreatitis	6	0.006	1	0.4583333333333333	0	0.5
E21.0	N19	primary hyperparathyroidism	renal failure	1	0.011	1	0.34615384615384615	1	0.4833586206896552
E21.0	M89.9	primary hyperparathyroidism	bone disease	5	0.001	0	1.0	0	0.4006
E21.0	N25.89	primary hyperparathyroidism	renal tubular acidosis	3	NA	0	0	1	0.4
E21.0	M81.0	primary hyperparathyroidism	osteoporosis	3	-0.001	0	0	1	0.4
E21.0	K85.9	primary hyperparathyroidism	pancreatitis	4	0.002	0	0.6	0	0.3306883116883117
E21.0	N20.0	primary hyperparathyroidism	renal stones	1	0.025	1	0.5280898876404494	0	0.3215
E21.0	E83.52	primary hyperparathyroidism	hypercalcemia	50	NA	0	0	0	0.2006
E21.0	R82.994	primary hyperparathyroidism	hypercalciuria	1	NA	0	0	0	0.0
E21.0	A69.22	primary hyperparathyroidism	polyneuropathy	1	NA	0	0	0	0.0
E21.0	D75.81	primary hyperparathyroidism	myelofibrosis	1	NA	0	0	0	0.0
E21.0	I47.2	primary hyperparathyroidism	ventricular tachycardia	1	0.0	0	0.0	0	0.0
E21.0	E83.81	primary hyperparathyroidism	hungry bone syndrome	1	NA	0	0	0	0.0
D73.1	D64.9	hypersplenism	anemia	4	0.011	1	0.47058823529411764	1	0.7002061440677967
D73.1	D58	hypersplenism	hemolytic anemia	2	0.017	1	1.0	0	0.6040000000000001
D73.1	D59	hypersplenism	hemolytic anemia	2	0.014	1	0.5	0	0.5073829787234043
D73.1	D69.6	hypersplenism	thrombocytopenia	35	0.066	1	0.4444444444444444	0	0.5053666666666667
D73.1	D70	hypersplenism	neutropenia	1	0.02	1	0.5714285714285714	0	0.32652828685258967
D73.1	D57	hypersplenism	hemolytic anemia	2	0.0	0	0.5	0	0.30600000000000005
D73.1	D61.81	hypersplenism	pancytopenia	3	NA	0	0	0	0.2
D73.1	D55	hypersplenism	hemolytic anemia	2	0.0	0	0	0	0.2
D73.1	D56	hypersplenism	hemolytic anemia	3	0.0	0	0.0	0	0.2
D73.1	D72.819	hypersplenism	leukopenia	1	NA	0	0	0	0.0
I72.9	F01	vascular disease	vascular dementia	1	0.007	1	1.0	1	0.6014
I72.9	N19	vascular disease	renal failure	4	0.011	1	0.5	0	0.5061631840796019
I72.9	I73.9	vascular disease	intermittent claudication	1	0.024	1	0.3333333333333333	1	0.48472207792207794
I72.9	G93.82	vascular disease	brain death	1	NA	0	0	1	0.2
I72.9	G40.909	vascular disease	epilepsies	1	NA	0	0	0	0.0
I72.9	H47.11	vascular disease	papillitis	1	NA	0	0	0	0.0
I72.9	F95	vascular disease	tic disorder	1	0.0	0	0	0	0.0
I72.9	H33.2	vascular disease	retinal detachment	1	-0.001	0	0	0	0.0
I72.9	H54	vascular disease	blindness	1	-0.001	0	0	0	0.0
L93	N19	lupus	renal failure	12	0.006	1	0.42857142857142855	1	0.6904666666666667
L93	H40	lupus	glaucoma	2	0.002	0	0.8461538461538461	1	0.571304347826087
L93	N08	lupus	kidney disease	7	0.014	1	0.6	0	0.5267999999999999
L93	L30.9	lupus	dermatitis	7	0.004	1	0.5555555555555556	0	0.5152857142857143
L93	N18.9	lupus	chronic renal disease	3	0.01	1	0.5357142857142857	0	0.5133448275862069
L93	I10	lupus	hypertension	4	0.011	1	0.4835164835164835	0	0.5014000000000001
L93	L65.9	lupus	alopecia	1	0.007	1	1.0	0	0.402
L93	N17.9	lupus	acute kidney injury	1	0.007	1	0.8372093023255814	0	0.37907058823529416
L93	I50.1	lupus	left heart failure	1	0.004	1	0.8333333333333334	0	0.377
L93	D69.6	lupus	thrombocytopenia	1	0.006	1	0.6923076923076923	0	0.3456275862068966
L93	I67.9	lupus	cerebrovascular disorders	1	0.005	1	0.6666666666666666	0	0.34152323232323234
L93	D64.9	lupus	anemia	1	0.015	1	0.65	0	0.3359333333333333
L93	I73.0	lupus	raynaud 's syndrome	1	0.045	1	0.5818181818181818	0	0.3340135593220339
L93	N04	lupus	nephrotic syndrome	15	0.005	0	0.5	0	0.3156857142857143
L93	R80	lupus	proteinuria	1	0.008	1	0.0	0	0.2816
L93	N18.6	lupus	end-stage renal disease	31	NA	0	0	0	0.2
L93	D56	lupus	hemolytic anemia	1	0.0	0	1.0	0	0.2
L93	D68.61	lupus	antiphospholipid syndrome	2	NA	0	0	0	0.2
L93	K85	lupus	acute pancreatitis	1	0.002	0	0.8	0	0.2
L93	M19.90	lupus	arthritis	1	0.002	0	0.6666666666666666	0	0.1998
L93	D59	lupus	hemolytic anemia	1	0.005	0	0.5	0	0.1998
L93	H33.2	lupus	retinal detachment	1	0.001	0	0.5	0	0.1998
L93	D57	lupus	hemolytic anemia	1	0.0	0	0.2	0	0.1404
L93	Q23.3	lupus	mitral regurgitation	1	0.0	0	0	0	0.0
L93	D55	lupus	hemolytic anemia	1	0.0	0	0	0	0.0
L93	D58	lupus	hemolytic anemia	1	0.0	0	0.0	0	0.0
L93	J38.6	lupus	laryngostenosis	1	0.0	0	0	0	0.0
L93	P91.6	lupus	hypoxic-ischemic encephalopathy	1	NA	0	0	0	0.0
L93	I71.9	lupus	aortic aneurysm	1	-0.001	0	0	0	0.0
F31	N18	bipolar disorder	chronic kidney disease	1	0.034	1	0.8404669260700389	1	0.5762969696969698
F31	F32	bipolar disorder	depressive episode	3	0.107	1	0.48287292817679556	0	0.5212000000000001
F31	E88.81	bipolar disorder	metabolic syndrome	1	NA	0	0	0	0.0
N28.0	N19	renal artery obstruction	renal failure	11	0.03	1	0.4	1	0.6883142857142857
N28.0	I10	renal artery obstruction	hypertension	12	0.02	1	0.28488372093023256	0	0.4776
N28.0	I15.0	renal artery obstruction	renovascular hypertension	1	0.025	1	1.0	0	0.46
N28.0	N18.6	renal artery obstruction	end-stage renal disease	1	NA	0	0	0	0.0
M05.0	D70	felty 's syndrome	neutropenia	7	0.031	1	0.375	1	0.6868000000000001
M05.0	K76.6	felty 's syndrome	portal hypertension	1	0.024	1	1.0	1	0.6056
I42.5	I50.9	restrictive cardiomyopathy	congestive heart failure	4	0.02	1	0.375	1	0.6815230769230769
I42.5	I50.84	restrictive cardiomyopathy	end-stage heart failure	2	NA	0	0	1	0.4
I42.5	I50.30	restrictive cardiomyopathy	diastolic heart failure	1	NA	0	0	1	0.2
