Cause	Outcome	Number of mentions	Pearson's correlation	Independence	Date	ChatGPT
B019	B50	1	-0.0001147678	0	1.0	0
B019	L51	1	-0.0001676392	0	1.0	0
B019	M600	1	-0.0001727997	0	1.0	0
B019	J80	3	-0.000244405	0	1.0	0
B019	I330	1	-0.0002759372	0	1.0	0
B019	I63	2	-0.001127668	0	0.9913793103448276	0
B019	I514	1	-0.0001667636	0	0.9900990099009901	0
B019	I679	1	0.003110241	0	0.9821428571428571	0
B019	G939	2	-0.0002689462	0	0.98	0
B019	M1990	2	-0.0004864518	0	0.9730656219392753	0
B019	G629	2	-0.000650065	0	0.968421052631579	0
B019	M726	2	-0.0001026504	0	0.9595687331536388	0
B019	H021	1	-0.0004119323	0	0.9570957095709571	0
B019	H341	1	-0.0001160361	0	0.9565217391304348	0
B019	H024	1	-0.0006937217	0	0.9570957095709571	0
B019	D893	1	-1.710769e-05	0	0.9523809523809523	0
B019	K25	1	0.002548046	0	0.9498069498069498	0
B019	K297	1	-0.0003378603	0	0.9524229074889868	0
B019	H332	2	-0.0005768685	0	0.9481132075471698	0
B019	H209	2	-0.0002909292	0	0.9456521739130435	0
B019	J129	1	-9.82799e-05	0	0.9411764705882353	0
B019	H46	4	-0.0002017294	0	0.9333333333333333	0
B019	K85	1	-0.0008378291	0	0.9259259259259259	0
B019	B349	6	-0.0007707255	0	0.9230769230769231	0
B019	D58	1	-0.0001905307	0	0.9090909090909091	0
B019	H150	2	-8.38125e-05	0	0.9038461538461539	0
B019	D693	2	-0.0003742389	0	0.9021739130434783	0
B019	I72	2	-0.0004327805	0	0.8888888888888888	0
B019	N19	1	0.002637529	0	0.8775510204081632	0
B019	L405	1	-0.0005114804	0	0.8744075829383886	0
B019	G959	1	-0.0002413899	0	0.8484848484848485	0
B019	H16	2	-0.0003090054	0	0.8205128205128205	0
B019	G527	2	-5.132356e-05	0	0.8181818181818182	0
B019	A872	1	-5.409984e-05	0	0.8181818181818182	0
B019	A87	1	-0.0002295721	0	0.8181818181818182	0
B019	D57	1	-8.723502e-05	0	0.75	0
B019	D56	1	-0.0001491545	0	0.75	0
B019	J180	1	-0.0003393031	0	0.7487179487179487	0
B019	J45	1	8.428504e-05	0	0.7204301075268817	0
B019	K739	4	-0.0001649984	0	0.7142857142857143	0
B019	D761	1	-2.963146e-05	0	0.6666666666666666	0
B019	D55	1	-2.963146e-05	0	NA	0
B019	A6922	8	NA	NA	1.0	0
B019	I6783	1	NA	NA	0.9821428571428571	0
B019	D6859	3	NA	NA	0.9811320754716981	0
B019	H3481	1	NA	NA	0.9565217391304348	0
B019	L0390	1	NA	NA	0.9518518518518518	0
B019	H5251	1	NA	NA	0.9090909090909091	0
B019	H4452	1	NA	NA	0.8888888888888888	0
B019	H4411	1	NA	NA	0.8888888888888888	0
B019	H4401	1	NA	NA	0.8888888888888888	0
H46	H54	6	0.02594548	1	0.8245614035087719	0
H46	H534	2	0.003418188	0	0.6976744186046512	0
H46	H5341	1	NA	NA	0.6976744186046512	1
B550	D649	3	0.008103029	1	1.0	0
B550	N19	3	0.02424092	1	0.5	0
B550	E853	1	-1.308347e-05	0	1.0	0
B550	K739	1	-2.266289e-05	0	1.0	0
B550	D6181	1	NA	NA	1.0	1
B550	D761	3	-4.069946e-06	0	NA	0
B550	D891	1	-1.024266e-05	0	NA	0
B550	N08	2	-4.892056e-05	0	NA	0
B550	K810	1	-7.375736e-05	0	NA	0
B550	D7581	1	NA	NA	NA	1
B550	D7381	1	NA	NA	NA	1
B550	D8689	1	NA	NA	NA	0
B78	D649	1	0.008103029	1	1.0	0
B78	L508	1	-1.611014e-05	0	1.0	0
B78	D721	3	-2.191949e-05	0	1.0	0
B78	K560	6	-2.829987e-05	0	1.0	0
B78	K298	1	-0.0002261698	0	1.0	0
B78	G00	1	-2.542021e-05	0	NA	1
B78	J960	2	-5.161739e-05	0	NA	1
B78	K529	2	-0.0003138585	0	0.0	0
B78	G03	1	-2.552864e-05	0	NA	0
B78	K56609	1	NA	NA	1.0	0
B78	A6922	1	NA	NA	NA	0
Q430	K45	4	0.00789703	1	1.0	0
Q430	K562	4	0.01348982	1	0.8503937007874016	0
Q430	K561	28	0.007238021	1	0.8503937007874016	0
Q430	K43	4	0.01435454	1	0.7027027027027027	0
Q430	K46	4	0.01421821	1	0.6666666666666666	0
Q430	K315	1	-0.0003232795	0	0.66	1
Q430	K921	1	0.007743625	1	0.6375	0
Q430	D649	1	0.004814132	1	0.569620253164557	0
Q430	K40	4	0.005920247	1	0.4	0
Q430	K42	4	0.001451392	0	0.7647058823529411	0
Q430	D50	1	-0.0004107447	0	0.6721311475409836	0
Q430	K41	4	-0.0006482493	0	0.5	0
Q430	K44	4	0.0007391716	0	0.4296875	0
Q430	K56609	32	NA	NA	0.8503937007874016	0
K45	N179	1	0.0140329	1	0.78	0
K45	N139	1	-0.0004156392	0	0.7058823529411765	0
K45	D619	1	0.002758208	0	0.5	0
K45	M543	3	0.001894567	0	0.34285714285714286	0
K45	Q539	1	-0.0001051582	0	NA	0
K45	K56609	3	NA	NA	0.7349397590361446	1
K45	G8381	1	NA	NA	0.5	1
E76	E669	1	0.007719076	1	1.0	0
E76	I519	1	-0.0001385193	0	1.0	1
E76	H359	1	-5.541614e-05	0	1.0	0
E76	N08	2	-9.784147e-05	0	NA	1
E76	K769	2	-0.0001397149	0	0.0	0
E76	K831	1	-0.0001534149	0	NA	0
E76	G629	2	-0.0001785763	0	NA	0
E76	I42	1	-0.0001901598	0	NA	0
E76	G40909	2	NA	NA	NA	1
E76	E7220	2	NA	NA	NA	0
G001	J86	1	0.00645002	1	1.0	0
G001	I10	1	0.004439604	1	0.6	0
G001	G031	1	-3.752534e-05	0	0.8076923076923077	0
M317	N08	1	0.09309177	1	0.9122807017543859	0
M317	N01	1	0.07666829	1	0.8181818181818182	0
M317	N19	1	0.02321195	1	0.651685393258427	0
M317	G587	1	-5.893575e-05	0	0.9024390243902439	0
M317	I719	2	-0.0001828798	0	0.8490566037735849	0
M317	K81	1	-0.0005505726	0	0.5609756097560976	0
M317	N186	1	NA	NA	0.688	0
B55	D649	1	0.003105054	0	1.0	1
B55	D761	1	-9.100718e-06	0	NA	0
B55	M33	1	-5.012803e-05	0	NA	0
B55	H209	2	-8.935316e-05	0	NA	0
K764	I898	1	-3.789483e-05	0	0.6462264150943396	0
D55	M10	2	-0.0002767774	0	0.5	0
D733	J86	3	-0.0002056283	0	0.8	0
B67	I820	3	-2.302358e-05	0	1.0	1
B67	K766	1	-0.0001562858	0	1.0	0
B67	I26	5	-0.0003970073	0	1.0	0
B67	G822	1	-8.342985e-05	0	NA	1
B67	K830	1	-0.0001543596	0	NA	1
B67	N032	1	-1.627997e-05	0	NA	0
B67	E85	1	-7.461824e-05	0	NA	0
B67	T782	4	-9.283762e-05	0	NA	0
B67	D6862	1	NA	NA	NA	1
B67	K8309	1	NA	NA	NA	0
B67	H0520	1	NA	NA	NA	0
I820	K766	1	0.02741461	1	0.6428571428571429	0
I820	K721	1	-4.097138e-05	0	0.90625	0
I820	I8501	1	NA	NA	0.6060606060606061	1
I820	K7682	1	NA	NA	0.6428571428571429	0
I820	K7460	5	NA	NA	0.5526315789473685	0
Q980	N46	1	-2.302433e-05	0	1.0	1
Q980	E300	2	-3.323093e-06	0	NA	0
Q980	N911	1	-1.287049e-05	0	NA	0
Q980	N460	1	NA	NA	1.0	0
E200	G729	2	-2.542021e-05	0	1.0	1
E200	I420	2	-6.755769e-05	0	0.6	1
E200	I509	1	-0.0001088473	0	0.8695652173913043	0
E200	H26	2	-0.0003336879	0	0.4634146341463415	0
E200	E8351	8	NA	NA	0.5588235294117647	1
E200	G40909	1	NA	NA	0.375	0
I02	I051	2	-2.637815e-05	0	1.0	1
I02	G255	1	-1.409897e-05	0	1.0	0
I02	I443	1	-4.37173e-05	0	1.0	0
I02	I456	1	-5.380546e-05	0	NA	1
I02	I5189	3	NA	NA	1.0	1
I02	Q233	1	-1.151168e-05	0	NA	0
I02	T79A0	1	NA	NA	NA	0
B51	N483	1	-3.5248e-05	0	1.0	1
B51	D693	1	-0.000154209	0	1.0	1
B51	D696	1	-0.0002876889	0	1.0	0
B51	J81	1	-0.0001703271	0	NA	1
B51	J80	3	-0.0001007096	0	NA	0
B51	K831	1	-0.0002301238	0	NA	0
B51	N19	1	-0.0002908059	0	NA	0
B51	J84116	1	NA	NA	NA	0
E272	G939	1	-0.0002885337	0	0.5735294117647058	0
E272	I42	1	-0.0007426476	0	0.5714285714285714	0
E272	I5181	1	NA	NA	0.6736111111111112	0
E724	G939	2	-3.694035e-05	0	1.0	1
E724	I679	1	-8.656988e-05	0	0.6111111111111112	0
A42	D733	1	-4.676209e-05	0	1.0	1
A42	J86	1	-0.0002273317	0	0.5	1
A42	G932	3	-0.0001129527	0	0.6666666666666666	0
A42	K37	2	-0.0002514871	0	0.0	0
A42	I314	2	NA	NA	1.0	1
A42	C761	1	-5.169768e-05	0	NA	0
A42	M600	1	-0.000111327	0	NA	0
A42	E06	1	-0.0002056912	0	NA	0
A42	N7092	1	NA	NA	1.0	0
A42	Q382	1	NA	NA	NA	0
A270	J960	1	-5.161739e-05	0	1.0	1
A270	D696	1	-9.58954e-05	0	1.0	1
A270	N179	8	-0.0002088523	0	1.0	1
A270	I514	1	-2.290534e-05	0	0.75	1
A270	G03	1	-2.552864e-05	0	1.0	0
A270	J80	1	-3.356956e-05	0	1.0	0
A270	H209	2	-3.995976e-05	0	1.0	0
A270	N19	20	-9.693439e-05	0	0.0	1
A270	K85	2	-0.0001150777	0	1.0	0
A270	N17	1	-0.0002096873	0	1.0	0
A270	I10	1	0.002859062	0	0.75	0
A270	D55	1	-4.069946e-06	0	NA	1
A270	D57	1	-1.198192e-05	0	NA	1
A270	D56	1	-2.04867e-05	0	NA	1
A270	D58	1	-2.616981e-05	0	NA	1
A270	D59	1	-3.265153e-05	0	NA	1
A270	N289	1	-5.902261e-05	0	NA	1
A270	K8309	1	NA	NA	1.0	1
A270	M023	2	-1.390203e-05	0	NA	0
A270	I420	1	-6.755769e-05	0	NA	0
A270	H2001	1	NA	NA	1.0	0
A270	I314	2	NA	NA	NA	1
A270	R8281	1	NA	NA	NA	0
Q613	Q873	1	-5.421488e-05	0	1.0	1
Q613	I820	1	-0.0001533454	0	1.0	1
Q613	N189	4	0.09475245	1	0.802439024390244	0
Q613	N08	3	0.008048826	1	0.8461538461538461	0
Q613	N289	2	0.03082701	1	0.7203065134099617	0
Q613	N19	8	0.02827284	1	0.7052631578947368	0
Q613	N186	12	NA	NA	0.802439024390244	0
Q873	O40	1	-3.579564e-05	0	NA	0
Q873	Q382	1	NA	NA	1.0	0
B45	G03	2	-5.708404e-05	0	1.0	1
B45	B49	2	0.08093167	1	0.5	0
B45	N136	1	-6.605758e-05	0	1.0	0
B45	D65	1	-3.364545e-05	0	NA	0
B45	L04	1	-5.094779e-05	0	NA	0
B45	N12	1	-0.0001804339	0	NA	0
B45	J9851	1	NA	NA	1.0	0
B45	A6922	1	NA	NA	NA	1
F16	G253	1	-7.691056e-05	0	1.0	1
F16	I820	1	-2.819811e-05	0	0.0	1
F16	J960	3	-0.0001548536	0	1.0	0
F16	D649	1	0.001927727	0	0.7777777777777778	0
F16	F20	4	-0.0001742321	0	0.6666666666666666	0
F16	E45	1	-7.049402e-06	0	NA	0
F16	E44	1	-1.409885e-05	0	NA	0
F16	E41	1	-1.726754e-05	0	NA	0
F16	E43	1	-2.114841e-05	0	NA	0
F16	B59	2	-5.898431e-05	0	NA	0
F16	K739	5	-6.798932e-05	0	NA	0
F16	J931	1	-0.0001043484	0	NA	0
F16	E46	1	-0.0001078647	0	NA	0
F16	E8352	1	NA	NA	1.0	0
F16	E40	1	NA	NA	NA	0
F16	E42	1	NA	NA	NA	0
G253	H931	6	-0.0006773801	0	0.46770025839793283	1
B26	A87	1	-8.3427e-05	0	1.0	1
B26	G91	5	-0.0001504718	0	1.0	1
B26	H905	2	-0.0001114281	0	0.9903846153846154	1
B26	I80	1	-0.0004291859	0	0.937888198757764	1
B26	G03	2	-6.754291e-05	0	0.7346938775510204	1
B26	A872	1	-1.966001e-05	0	1.0	0
B26	H46	1	-7.330893e-05	0	1.0	0
B26	N139	1	-8.859927e-05	0	1.0	0
B26	K859	3	-0.0001528993	0	1.0	0
B26	G510	1	-0.000184616	0	1.0	0
B26	K85	2	-0.000304469	0	1.0	0
B26	M1990	1	-0.0001767777	0	0.9781962338949455	0
B26	D692	1	-3.461587e-05	0	0.8958333333333334	0
B26	D693	1	-0.0001359992	0	0.8958333333333334	0
B26	A6922	2	NA	NA	1.0	1
B26	N460	2	NA	NA	1.0	1
B26	H461	1	NA	NA	1.0	0
B26	N452	4	NA	NA	0.9666666666666667	0
B26	H1632	1	NA	NA	0.875	0
B54	D735	1	-9.344326e-05	0	1.0	1
B54	I47	1	0.007104927	1	0.9333333333333333	0
B54	N19	2	-0.0003996782	0	0.9230769230769231	1
B54	D55	1	-1.678113e-05	0	1.0	0
B54	D56	1	-8.447042e-05	0	1.0	0
B54	K739	1	-9.344326e-05	0	1.0	0
B54	D59	1	-0.0001346283	0	1.0	0
B54	E46	1	-0.0001482472	0	1.0	0
B54	E162	1	-0.0003411143	0	1.0	0
B54	K85	4	-0.0004744862	0	1.0	0
B54	E11	1	0.0001397517	0	0.9404761904761905	0
B54	D649	18	0.0008399716	0	0.9347826086956522	0
B54	M543	1	-0.0004731841	0	0.8591549295774648	0
B54	L40	1	-0.0005225309	0	0.7878787878787878	0
B54	D57	1	-4.940365e-05	0	0.6666666666666666	0
B54	D761	1	-1.678113e-05	0	NA	1
B54	E45	1	-9.688568e-06	0	NA	0
B54	E44	1	-1.93772e-05	0	NA	0
B54	E41	1	-2.373219e-05	0	NA	0
B54	E43	1	-2.906598e-05	0	NA	0
B54	D58	1	-0.0001079029	0	NA	0
B54	H46	1	-0.0001142451	0	NA	0
B54	E8720	1	NA	NA	0.967741935483871	0
B54	G40909	1	NA	NA	0.7142857142857143	0
B54	O4389	1	NA	NA	NA	0
B54	E40	1	NA	NA	NA	0
B54	E42	1	NA	NA	NA	0
A66	K112	1	-9.829282e-05	0	1.0	1
J628	J931	4	-0.0001153617	0	1.0	1
J628	I2720	1	NA	NA	0.0	0
I01	I456	1	-0.0001261863	0	1.0	1
I01	I051	2	-6.186291e-05	0	0.2	1
I01	I443	1	-0.0001025272	0	1.0	0
I01	Q233	1	-2.699757e-05	0	NA	0
I01	I5189	3	NA	NA	0.7	1
I01	T79A0	1	NA	NA	NA	0
A872	N08	1	-0.000154702	0	1.0	1
A00	E872	1	-0.0001634112	0	1.0	1
A00	M726	5	-2.442068e-05	0	1.0	0
A00	K529	6	-0.0005436202	0	0.5	0
A00	C49	1	-7.693154e-05	0	NA	1
A00	K81	2	-0.000231283	0	NA	0
A00	L0390	1	NA	NA	1.0	0
I00	I456	1	-0.0001658429	0	1.0	1
I00	I051	2	-8.130455e-05	0	0.9903846153846154	1
I00	Q233	1	-3.548209e-05	0	1.0	0
I00	I443	1	-0.0001347484	0	1.0	0
I00	G255	1	-4.345681e-05	0	0.92	0
I00	I5189	3	NA	NA	0.9724137931034482	1
I00	T79A0	1	NA	NA	NA	0
L940	G540	1	-0.000199869	0	1.0	1
L940	J984	1	0.002921368	0	0.7241379310344828	0
G540	I72	1	0.003092751	0	0.5882352941176471	0
E77	I519	1	-0.0002190198	0	1.0	1
E77	G629	2	0.0080681	1	0.0	0
E77	K769	2	-0.0002209102	0	0.0	0
E77	H359	1	-8.762124e-05	0	NA	0
E77	I42	1	-0.0003006712	0	NA	0
E77	G40909	2	NA	NA	NA	1
F141	I22	1	-0.0002522717	0	1.0	1
F141	I21	1	0.004377959	1	0.8571428571428571	0
F141	J43	1	0.01017674	1	0.75	0
F141	J01	1	-0.0001377571	0	0.5	1
F141	I679	2	-0.0003352892	0	1.0	0
F141	I46	1	-0.000337025	0	1.0	0
F141	N19	2	-0.0003754315	0	1.0	0
F141	G470	1	-0.000131601	0	0.6	0
F141	K85	1	0.00485628	0	0.5	0
F141	K529	1	0.0007985512	0	0.5	0
F141	F529	1	-1.820167e-05	0	0.5	0
G959	G82	1	0.05379313	1	0.7447916666666666	0
G959	G825	1	0.04265143	1	0.7447916666666666	0
G959	G822	1	0.0190958	1	0.7447916666666666	0
G959	G253	1	-0.0003617331	0	0.7213114754098361	0
G959	F529	1	-6.631108e-05	0	0.35294117647058826	0
E70	I519	1	-0.0003321651	0	1.0	1
E70	G629	2	0.005077991	0	1.0	0
E70	I42	1	0.004717148	0	1.0	0
E70	H359	1	-0.0001328862	0	0.75	0
E70	K769	2	-0.0003350321	0	0.6666666666666666	0
E70	G40909	2	NA	NA	0.0	1
G031	I63	1	-0.000346341	0	1.0	1
G031	G91	1	-0.0001271716	0	0.8	1
B76	D649	1	-0.0006484352	0	1.0	1
G459	I679	1	0.09145724	1	0.8761667703795893	0
G459	R413	1	0.01206263	1	NA	0
G30	R482	1	-0.0001863849	0	NA	0
G30	G3184	1	NA	NA	0.6968641114982579	1
G30	G3101	1	NA	NA	0.6968641114982579	1
G30	B300	1	NA	NA	0.0	0
L88	H021	1	-0.0003150341	0	0.6	0
L88	L659	1	-0.0001353534	0	0.5	0
G002	I63	2	0.004356674	0	0.95	1
I495	I46	2	0.01579282	1	0.9286754002911208	0
K43	N179	1	0.04945929	1	0.7552083333333334	0
K43	D619	1	0.00510276	1	0.7	0
K43	N139	1	0.005505025	1	0.6051779935275081	0
K43	M543	3	0.01089698	1	0.41173333333333334	0
K43	Q539	1	-0.0005480737	0	0.25	0
K43	G8381	1	NA	NA	0.6170212765957447	1
K43	K56609	3	NA	NA	0.5478961504028648	1
H527	H508	1	0.02769572	1	0.6728624535315985	0
H527	H54	22	-0.0006005377	0	0.735	0
H527	H5300	2	NA	NA	0.6750524109014675	0
I498	I46	1	0.01077043	1	0.9286754002911208	0
I498	I472	1	0.03335243	1	0.703239289446186	0
I80	N483	1	0.005048151	1	0.5777202072538861	0
K501	L88	1	0.03655446	1	0.9	0
K501	N1330	1	NA	NA	0.8585858585858586	1
K501	M129	1	NA	NA	0.7619047619047619	0
J121	J80	1	0.01512851	1	0.9210526315789473	0
J121	E87	1	0.02593384	1	0.6565040650406504	0
J121	E86	1	0.009497057	1	0.6442307692307693	0
J121	E83	1	0.02294671	1	0.6108108108108108	0
J121	E72	1	-5.898237e-05	0	1.0	0
J121	E85	1	-0.0001396004	0	0.75	0
J121	E88	1	-0.0002418905	0	0.65625	0
J121	E79	1	-5.384298e-05	0	0.3333333333333333	0
J121	E80	1	-0.0002433278	0	0.16666666666666666	0
J121	E78	1	-0.001315063	0	0.12994350282485875	0
J121	E75	1	-6.279182e-05	0	0.0	0
J121	E74	1	-0.0001021677	0	0.0	0
J121	E73	1	-0.0001242053	0	0.0	0
J121	E76	1	-2.153666e-05	0	NA	0
J121	E71	1	-2.637697e-05	0	NA	0
J121	E77	1	-3.405269e-05	0	NA	0
J121	E84	1	-5.050901e-05	0	NA	0
J121	E70	1	-5.164425e-05	0	NA	0
J121	E81	1	NA	NA	NA	0
J121	E82	1	NA	NA	NA	0
M541	G571	1	0.008519245	1	0.6550542547115934	0
H355	H54	5	0.1006348	1	0.8306233062330624	0
M879	M214	1	0.005412982	1	0.703125	0
M879	M726	1	0.00792908	1	0.4032258064516129	0
M879	G560	1	0.01085697	1	0.3783783783783784	0
M879	M1990	1	0.0003798931	0	0.4069529652351738	0
M879	M129	1	NA	NA	0.42857142857142855	0
I515	I509	3	0.004364847	0	0.6745832022648631	1
G473	G30	1	0.006509647	1	0.9216867469879518	0
G473	I679	1	0.01973265	1	0.7568627450980392	0
G473	I509	1	0.04382553	1	0.7029646522234891	0
G473	I10	4	0.0946041	1	0.5490737091052424	0
G473	I2781	1	NA	NA	0.819718309859155	1
G473	I2510	1	NA	NA	0.5919202250063922	0
Q780	J960	1	0.007286366	1	0.9166666666666666	0
Q780	G500	1	-0.0003167146	0	1.0	0
Q780	M431	2	0.003339937	0	0.5	0
Q780	I061	2	-5.275538e-05	0	NA	0
Q780	Q135	1	NA	NA	1.0	0
Q780	Q315	1	NA	NA	NA	0
K40	N179	1	0.01897704	1	0.9000552181115405	0
K40	D619	1	0.007387813	1	0.7945205479452054	0
K40	N139	1	0.006398387	1	0.7649918962722853	0
K40	Q539	1	0.00506403	1	0.4583333333333333	0
K40	M543	3	0.001780878	0	0.48052915967952303	0
K40	N46	1	0.002064814	0	0.2261904761904762	0
K40	K56609	3	NA	NA	0.7789115646258503	1
K40	G8381	1	NA	NA	0.6435643564356436	1
K561	I22	1	0.001810383	0	0.3333333333333333	0
D83	K769	1	0.01667982	1	0.9	0
D83	J47	1	0.05812812	1	0.6086956521739131	0
D83	J984	1	0.004353686	0	0.8	0
D83	E85	2	-0.0001802263	0	NA	1
D83	D72810	1	NA	NA	1.0	0
Q789	J960	1	-0.0001032351	0	0.9166666666666666	1
D619	D696	5	0.1374756	1	0.7766497461928934	0
D619	D692	1	0.01503444	1	0.7766497461928934	0
D619	H3310	1	NA	NA	0.14285714285714285	0
M33	J849	1	0.02052923	1	0.8928571428571429	0
M33	J43	2	0.005373138	1	0.7777777777777778	0
M33	M810	1	-0.0001967332	0	0.7441860465116279	0
M33	I472	1	0.002401262	0	0.5	0
H314	H40	1	0.01219223	1	0.45751633986928103	0
N136	D733	1	-0.0001253374	0	0.5573770491803278	1
N136	E85	1	0.00575723	0	0.6923076923076923	0
N136	J86	2	-0.0006093216	0	0.5925925925925926	0
M314	I776	2	0.07060513	1	0.8384401114206128	0
M314	I719	2	-0.0001402613	0	0.8490566037735849	1
M314	I150	6	-2.877957e-05	0	0.7	1
M314	I10	4	0.006713193	1	0.5264133456904542	0
M314	I061	6	-2.780367e-05	0	1.0	0
M314	I679	1	-0.0002737609	0	0.8129496402877698	0
M314	I72	2	-0.0001879783	0	0.7647058823529411	0
M314	Q253	1	-2.574114e-05	0	0.0	0
M314	Q251	2	-3.932098e-05	0	0.0	0
M314	I6782	2	NA	NA	0.8129496402877698	0
M314	I2720	2	NA	NA	0.7096774193548387	0
A020	K859	1	0.008036783	1	0.9	0
A020	A047	1	0.01016754	1	0.8571428571428571	0
A020	K529	8	0.01182432	1	0.7363636363636363	0
A020	D733	2	-9.458855e-05	0	0.7142857142857143	1
A020	I330	1	0.0061803	1	0.5	0
A020	J86	4	0.004656358	0	1.0	0
A020	I72	6	-0.000563988	0	0.0	1
A020	K85	1	0.003237595	0	0.9	0
A020	L659	1	-0.0002306426	0	0.9	0
A020	K929	1	-0.0003637221	0	0.8636363636363636	0
A020	N136	1	-0.0002802866	0	0.8	0
A020	G939	1	-0.0003504836	0	0.7272727272727273	0
A020	I719	1	-0.0004208234	0	0.7142857142857143	0
A020	G03	1	-0.0002422113	0	0.0	0
A020	K37	1	-0.0005086983	0	0.0	0
Q615	N179	1	0.006643781	1	0.9	0
Q615	N19	1	-0.0005652417	0	0.7052631578947368	0
Q615	N186	3	NA	NA	0.802439024390244	1
K868	E13	1	0.02320387	1	0.8823529411764706	0
K868	E10	1	0.0308677	1	0.6148148148148148	0
K868	E11	1	0.0294484	1	0.516028955532575	0
K868	E12	1	-9.83377e-05	0	NA	0
K868	E08	1	NA	NA	NA	0
K868	E09	1	NA	NA	NA	0
K315	E873	3	0.004574343	0	0.7387081107333657	1
G463	H1614	1	NA	NA	1.0	0
H471	H54	2	0.009074394	1	0.7796610169491526	0
E243	E876	1	0.02417637	1	0.873015873015873	0
E243	E26	1	-3.796576e-05	0	1.0	0
K25	K921	1	0.09360643	1	0.787372330547818	0
A37	G939	1	-6.398271e-05	0	0.8928571428571429	1
A37	D693	1	-8.903199e-05	0	0.7916666666666666	1
A37	H113	1	-5.757118e-05	0	0.8863636363636364	0
A37	J42	1	-7.649898e-05	0	0.8571428571428571	0
A37	J180	2	-8.072071e-05	0	0.8141592920353983	0
D692	I674	3	-3.925079e-05	0	0.7294520547945206	0
M069	J849	5	0.03290998	1	0.8583333333333333	0
M069	E85	54	0.01179783	1	0.8529411764705882	0
M069	E853	8	0.009082543	1	0.8529411764705882	0
M069	N04	1	0.008898462	1	0.8064516129032258	0
M069	J47	1	0.04622741	1	0.7372262773722628	0
M069	M146	1	0.00448738	1	0.72	0
M069	M350	1	0.09524127	1	0.6254752851711026	0
M069	K929	1	0.004071237	1	0.7160611854684512	0
M069	J679	1	0.004769657	1	0.7142857142857143	0
M069	G587	1	0.005850077	1	0.6923076923076923	0
M069	M246	2	0.008864279	1	0.6774193548387096	0
M069	M247	4	0.006461323	1	0.6774193548387096	0
M069	G959	7	0.007495953	1	0.6203703703703703	0
M069	N032	2	-0.0004818925	0	0.6210526315789474	1
M069	G545	1	0.006299774	1	0.5967741935483871	0
M069	J931	1	0.003140423	0	0.5985915492957746	1
M069	G560	1	0.0462856	1	0.5435931307793923	0
M069	E049	2	0.005108309	1	0.5514018691588785	0
M069	M1990	2	0.02418129	1	0.5052063964298996	0
M069	M541	1	0.01619833	1	0.5088979082110522	0
M069	M774	2	0.02837675	1	0.3881019830028329	0
M069	L04	1	0.006989549	1	0.32142857142857145	0
M069	G03	1	0.005862088	1	0.14285714285714285	0
M069	I061	3	0.003094154	0	0.875	0
M069	M810	3	9.614187e-05	0	0.7366189719130896	0
M069	G450	1	0.00161604	0	0.580568720379147	0
M069	H905	1	0.00318311	0	0.5236363636363637	0
M069	I2720	3	NA	NA	0.8191489361702128	1
M069	I314	2	NA	NA	0.7971698113207547	1
I672	G319	1	0.03120412	1	0.8586387434554974	0
I672	I10	1	0.03252335	1	0.31758452679757865	0
G319	H54	10	0.02157528	1	0.6105263157894737	0
G319	G959	3	0.008342995	1	0.47619047619047616	0
G319	I72	1	0.01048968	1	0.4	0
G319	M545	3	0.01509498	1	0.3372093023255814	0
G319	M541	3	0.003231971	0	0.3372093023255814	0
G319	Q233	13	-0.0001901513	0	0.3333333333333333	0
G319	M1990	1	0.002970004	0	0.30375	0
G319	R482	1	-0.0001552571	0	NA	0
G319	G40909	1	NA	NA	0.4411764705882353	0
G319	M278	1	NA	NA	NA	0
E831	D649	1	0.01023554	1	0.5779691749773346	0
H022	H16	1	0.05400898	1	0.6666666666666666	0
H330	H352	1	0.06566958	1	0.8188319427890346	0
H330	J43	1	0.003177078	0	0.8131868131868132	1
H330	H401	2	0.02371901	1	0.72	0
H352	H332	27	0.03683219	1	0.6537544696066746	0
H352	H3305	1	NA	NA	0.6537544696066746	0
E662	J960	8	0.03091934	1	0.8511008111239861	0
E530	G629	1	-0.0001785763	0	0.5427350427350427	0
E530	A711	1	-4.699574e-06	0	NA	0
E79	G629	2	0.01011632	1	0.8666666666666667	0
E79	I519	1	-0.0003463068	0	0.7735849056603774	1
E79	N08	2	-0.0002446097	0	0.625	1
E79	K831	1	-0.0003835468	0	0.9	0
E79	I42	1	-0.0004754113	0	0.8571428571428571	0
E79	H359	1	-0.0001385438	0	0.75	0
E79	K769	2	-0.0003492959	0	0.68	0
E79	E669	1	-0.001466395	0	0.5649717514124294	0
E79	G40909	2	NA	NA	0.5	1
E79	E7220	2	NA	NA	1.0	0
Q253	I72	1	-0.0002059204	0	0.875	1
K760	D696	1	0.02746644	1	0.6827880512091038	0
K760	E11	1	0.08938367	1	0.45223961144090663	0
A047	J80	1	0.03016503	1	0.8275862068965517	0
A047	I898	1	0.005217639	1	0.6451612903225806	0
A047	M023	1	0.005376265	0	0.7894736842105263	0
A047	K5931	6	NA	NA	0.6706443914081146	0
K562	K45	1	0.01039647	1	0.7831325301204819	0
K562	K46	1	0.01709416	1	0.7280334728033473	0
K562	K43	1	0.02827051	1	0.6857654431512982	0
K562	K766	1	0.004593998	1	0.7034220532319392	0
K562	K41	1	0.005587216	1	0.5930232558139535	0
